games_year,event_name,medal_id,medalist_name
1900,"Athletics Men's Discus Throw",4,"Rezs Xavier Ferencz Lipot Sndor Crettier"
1900,"Athletics Men's Discus Throw",4,"Thomas Truxtun Hare"
1900,"Athletics Men's Discus Throw",4,"Gustaf Fredrik Sderstrm"
1900,"Athletics Men's Discus Throw",4,"Gyula Strausz"
1900,"Athletics Men's Discus Throw",4,"Josiah Calvin McCracken, Jr."
1900,"Athletics Men's Discus Throw",4,"mile Eugne Gontier"
1900,"Athletics Men's Hammer Throw",2,"Thomas Truxtun Hare"
1900,"Athletics Men's Hammer Throw",4,"Eric Otto Valdemar Lemming"
1900,"Athletics Men's Hammer Throw",4,"Karl Gustaf Vilhelm Staaf (Johansson-)"
1900,"Athletics Men's Hammer Throw",3,"Josiah Calvin McCracken, Jr."
1900,"Athletics Men's Hammer Throw",1,"John Joseph Flanagan"
1900,"Athletics Men's High Jump",4,"Eric Otto Valdemar Lemming"
1900,"Athletics Men's High Jump",4,"Carl Albert Andersen"
1900,"Athletics Men's High Jump",2,"Patrick Joseph "Pat"" Leahy""
1900,"Athletics Men's High Jump",3,"Lajos Gnczy (Grn-)"
1900,"Athletics Men's High Jump",1,"Irving Knott "Irv"" Baxter""
1900,"Athletics Men's High Jump",4,"Waldemar Joseph Carl Steffen"
1900,"Athletics Men's High Jump",4,"Teodor "Tore"" Blom""
1900,"Athletics Men's Long Jump",4,"William Procter Remington"
1900,"Athletics Men's Long Jump",2,"Meyer Prinstein"
1900,"Athletics Men's Long Jump",1,"Alvin Christian "Al"" Kraenzlein""
1900,"Athletics Men's Long Jump",4,"Ern Schubert"
1900,"Athletics Men's Long Jump",4,"Waldemar Joseph Carl Steffen"
1900,"Athletics Men's Long Jump",4,"Thaddeus Brew McClain"
1900,"Athletics Men's Long Jump",4,"John Frederick McLean"
1900,"Athletics Men's Long Jump",4,"Teodor "Tore"" Blom""
1900,"Athletics Men's Long Jump",4,"Eric Otto Valdemar Lemming"
1900,"Athletics Men's Long Jump",3,"Patrick Joseph "Pat"" Leahy""
1900,"Athletics Men's Long Jump",4,"Gyula Strausz"
1900,"Athletics Men's Marathon",4,"William George "Billy"" Saward""
1900,"Athletics Men's Marathon",2,"mile Julien Champion"
1900,"Athletics Men's Marathon",4,"Auguste Marchais"
1900,"Athletics Men's Marathon",4,"Ernest Ion Pool"
1900,"Athletics Men's Marathon",1,"Michel Johann Thato"
1900,"Athletics Men's Marathon",4,"Ronald John MacDonald"
1900,"Athletics Men's Marathon",4,"Johan Ferdinand Nystrm"
1900,"Athletics Men's Marathon",4,"Richard "Dick"" Grant""
1900,"Athletics Men's Marathon",4,"Arthur Lewis Newton"
1900,"Athletics Men's Marathon",4,"Frederick Derek Randall"
1900,"Athletics Men's Marathon",3,"Ernst Robert Efraim Fast"
1900,"Athletics Men's Marathon",4,"Georges Clestin Daunis"
1900,"Athletics Men's Pole Vault",1,"Irving Knott "Irv"" Baxter""
1900,"Athletics Men's Pole Vault",4,"mile Eugne Gontier"
1900,"Athletics Men's Pole Vault",4,"F. Jakab Kauser"
1900,"Athletics Men's Pole Vault",4,"August Nilsson"
1900,"Athletics Men's Pole Vault",3,"Carl Albert Andersen"
1900,"Athletics Men's Pole Vault",4,"Eric Otto Valdemar Lemming"
1900,"Athletics Men's Pole Vault",4,"Karl Gustaf Vilhelm Staaf (Johansson-)"
1900,"Athletics Men's Pole Vault",2,"Meredith Bright Colket"
1900,"Athletics Men's Shot Put",4,"Charles Gustav Wilhelm Winckler"
1900,"Athletics Men's Shot Put",4,"Artr Coray"
1900,"Athletics Men's Shot Put",3,"Robert "Bob"" Garrett""
1900,"Athletics Men's Shot Put",2,"Josiah Calvin McCracken, Jr."
1900,"Athletics Men's Shot Put",4,"Rezs Xavier Ferencz Lipot Sndor Crettier"
1900,"Athletics Men's Shot Put",1,"Richard "Dick"" Sheldon""
1900,"Athletics Men's Shot Put",4,"Gustaf Fredrik Sderstrm"
1900,"Athletics Men's Shot Put",4,"Thomas Truxtun Hare"
1900,"Athletics Men's Shot Put",4,"August Nilsson"
1900,"Athletics Men's Standing High Jump",2,"Irving Knott "Irv"" Baxter""
1900,"Athletics Men's Standing High Jump",1,"Raymond Clarence "Ray"" Ewry""
1900,"Athletics Men's Standing High Jump",3,"Lewis Pendleton Sheldon"
1900,"Athletics Men's Standing Long Jump",4,"Lewis Pendleton Sheldon"
1900,"Athletics Men's Standing Long Jump",2,"Irving Knott "Irv"" Baxter""
1900,"Athletics Men's Standing Long Jump",3,"mile Torcheboeuf"
1900,"Athletics Men's Standing Long Jump",1,"Raymond Clarence "Ray"" Ewry""
1900,"Athletics Men's Standing Triple Jump",2,"Irving Knott "Irv"" Baxter""
1900,"Athletics Men's Standing Triple Jump",3,"Robert "Bob"" Garrett""
1900,"Athletics Men's Standing Triple Jump",4,"Frank Washington Jarvis"
1900,"Athletics Men's Standing Triple Jump",4,"Daniel Slawson Horton"
1900,"Athletics Men's Standing Triple Jump",4,"Lewis Pendleton Sheldon"
1900,"Athletics Men's Standing Triple Jump",4,"John Frederick McLean"
1900,"Athletics Men's Standing Triple Jump",4,"Waldemar Joseph Carl Steffen"
1900,"Athletics Men's Standing Triple Jump",4,"Karl Gustaf Vilhelm Staaf (Johansson-)"
1900,"Athletics Men's Standing Triple Jump",1,"Raymond Clarence "Ray"" Ewry""
1900,"Athletics Men's Standing Triple Jump",4,"Pl Koppn"
1900,"Athletics Men's Triple Jump",4,"Eric Otto Valdemar Lemming"
1900,"Athletics Men's Triple Jump",2,"James Brendan Bennet Connolly"
1900,"Athletics Men's Triple Jump",4,"Waldemar Joseph Carl Steffen"
1900,"Athletics Men's Triple Jump",4,"Pierre Alexandre Tuffri"
1900,"Athletics Men's Triple Jump",4,"Frank Washington Jarvis"
1900,"Athletics Men's Triple Jump",4,"Daniel Slawson Horton"
1900,"Athletics Men's Triple Jump",3,"Lewis Pendleton Sheldon"
1900,"Athletics Men's Triple Jump",4,"Karl Gustaf Vilhelm Staaf (Johansson-)"
1900,"Athletics Men's Triple Jump",4,"Pl Koppn"
1900,"Athletics Men's Triple Jump",4,"Patrick Joseph "Pat"" Leahy""
1900,"Athletics Men's Triple Jump",4,"John Frederick McLean"
1900,"Athletics Men's Triple Jump",1,"Meyer Prinstein"
1900,"Basque Pelota Men's Two-Man Teams With Cesta",1,"Francisco Villota y Baquiola"
1900,"Basque Pelota Men's Two-Man Teams With Cesta",1,"Jos de Amzola y Aspiza"
1900,"Cricket Men's Cricket",1,"Francis Romulus Burchell"
1900,"Cricket Men's Cricket",2,"Douglas Francis Robinson"
1900,"Cricket Men's Cricket",1,"Frederick William Christian"
1900,"Cricket Men's Cricket",2,"Arthur MacEvoy"
1900,"Cricket Men's Cricket",1,"Harry Richard Corner"
1900,"Cricket Men's Cricket",1,"Frederick William Cuming"
1900,"Cricket Men's Cricket",2,"Alfred John Schneidau"
1900,"Cricket Men's Cricket",1,"William Stephens Donne"
1900,"Cricket Men's Cricket",2,"Timothe Jordan"
1900,"Cricket Men's Cricket",2,"William Wallace Anderson"
1900,"Cricket Men's Cricket",1,"Alfred James Powlesland"
1900,"Cricket Men's Cricket",1,"John Symes"
1900,"Cricket Men's Cricket",2,"Henry John Terry, Jr."
1900,"Cricket Men's Cricket",1,"Montagu Henry Toller"
1900,"Cricket Men's Cricket",2,"Philip Humphreys Tomalin"
1900,"Cricket Men's Cricket",1,"Arthur Ernest Burrington Birkett"
1900,"Cricket Men's Cricket",1,"Alfred James Bowerman"
1900,"Cricket Men's Cricket",1,"George John Buckley"
1900,"Croquet Mixed Doubles",1,"Georges douard Johin"
1900,"Croquet Mixed Doubles",1,"Gaston Achille Louis Aumoitte"
1900,"Croquet Mixed Singles, One Ball",4,"Marie Maurice Jacques Alfred Sautereau"
1900,"Croquet Mixed Singles, One Ball",4,"Jeanne Marie Henriette Filleaul-Brohy (Hantjens-)"
1900,"Croquet Mixed Singles, One Ball",1,"Gaston Achille Louis Aumoitte"
1900,"Croquet Mixed Singles, One Ball",4,"Marcel Hantjens"
1900,"Croquet Mixed Singles, One Ball",2,"Georges douard Johin"
1900,"Croquet Mixed Singles, One Ball",4,"Marie Pierrette Sophie Pauline Ohier"
1900,"Croquet Mixed Singles, One Ball",3,"Chrtien Andr Waydelich"
1900,"Croquet Mixed Singles, Two Balls",3,"Marie Maurice Jacques Alfred Sautereau"
1900,"Croquet Mixed Singles, Two Balls",4,"Marie Pierrette Sophie Pauline Ohier"
1900,"Croquet Mixed Singles, Two Balls",4,"Marcel Hantjens"
1900,"Croquet Mixed Singles, Two Balls",4,"Jeanne Marie Henriette Filleaul-Brohy (Hantjens-)"
1900,"Croquet Mixed Singles, Two Balls",1,"Chrtien Andr Waydelich"
1900,"Croquet Mixed Singles, Two Balls",2,"Maurice Marie Joseph Vignerot"
1900,"Cycling Men's 25 kilometres",4,"John Henry Lake"
1900,"Cycling Men's 25 kilometres",2,"Lloyd Augustin Biden Hildebrand"
1900,"Cycling Men's 25 kilometres",4,"Eugne Louis Marie Lon Gingembre"
1900,"Cycling Men's 25 kilometres",1,"Louis Bastien"
1900,"Cycling Men's 25 kilometres",3,"Auguste Mose Daumain"
1900,"Cycling Men's 25 kilometres",4,"Louis Auguste Trousselier"
1900,"Cycling Men's Points Race",1,"Ernesto Mario "Enrico"" Brusoni""
1900,"Cycling Men's Points Race",4,"Adolphe Cayron"
1900,"Cycling Men's Points Race",3,"Louis Auguste Trousselier"
1900,"Cycling Men's Points Race",4,"Ferdinand Vasserot"
1900,"Cycling Men's Sprint",2,"Fernando "Fernand"" Sanz y Martinez de Arizala""
1900,"Cycling Men's Sprint",4,"Georg Anton Florian Drescher"
1900,"Cycling Men's Sprint",4,"Lon Omer Beaugendre"
1900,"Cycling Men's Sprint",4,"Georges Neurouth"
1900,"Cycling Men's Sprint",4,"William Arthur "Will"" Davis""
1900,"Cycling Men's Sprint",4,"Ferdinand Vasserot"
1900,"Cycling Men's Sprint",4,"Georges Augoyat (Augoyard-)"
1900,"Cycling Men's Sprint",4,"Jean Lon Maisonnave"
1900,"Cycling Men's Sprint",4,"Auguste Mose Daumain"
1900,"Cycling Men's Sprint",3,"John Henry Lake"
1900,"Cycling Men's Sprint",4,"Vladislav Joseph Chalupa"
1900,"Cycling Men's Sprint",4,"Adolphe Cayron"
1900,"Cycling Men's Sprint",4,"Lloyd Augustin Biden Hildebrand"
1900,"Cycling Men's Sprint",4,"Ernesto Mario "Enrico"" Brusoni""
1900,"Cycling Men's Sprint",4,"Romulo Bruni"
1900,"Cycling Men's Sprint",4,"Thophile Joseph Fras"
1900,"Cycling Men's Sprint",4,"Lon Honor Ponscarme, Jr."
1900,"Cycling Men's Sprint",1,"Albert Philippe Taillandier"
1900,"Cycling Men's Sprint",4,"Charles Henri Adrien Amberger"
1900,"Cycling Men's Sprint",4,"mile Lopold Franois Vadbled"
1900,"Cycling Men's Sprint",4,"Paul Marius Reymond Espeit"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Charles-Eugne Amable de Cadier de Veauce"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Geoffroy d'Andign"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Vladimir Nikolayevich Orlov"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Georges Chaudoir"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Adrien Gaston Calley Saint-Paul de Sinay"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Jacques Laurens de Waru"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Ferdinand Marie Auguste de Baston de Lariboisire"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Adrien Maurice Victurnien Mathieu de Noailles"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Georges Marie Nestor Pauwels"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Luis Antonio Santiago De Cuadra y Raoul"
1900,"Equestrianism Mixed Four-In-Hand Competition",1,"Georges Lambert Casimir Nagelmackers"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Louis Jules Henri du Le Vaillant du Douet de Graville"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Louis Adolphe Octave Gallice"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Georges Lambert Casimir Nagelmackers"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"James Hennessy"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Etienne Gustave Frdric Van Zuylen Van Nijevelt Van De Haar"
1900,"Equestrianism Mixed Four-In-Hand Competition",3,"Jean Frdric Andr Poupart de Neuflize"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Max von Guilleaume"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Paul Marie Victor Lambert"
1900,"Equestrianism Mixed Four-In-Hand Competition",4,"Etienne Gustave Frdric Van Zuylen Van Nijevelt Van De Haar"
1900,"Equestrianism Mixed Hacks And Hunter Combined",4,"Georges Gabriel Julien Edouard de Marette de Lagarenne"
1900,"Equestrianism Mixed Hacks And Hunter Combined",4,"Marcel Hantjens"
1900,"Equestrianism Mixed Hacks And Hunter Combined",4,"Harold Arthur Lee-Dillon"
1900,"Equestrianism Mixed Hacks And Hunter Combined",4,"Louis Marie Joseph Le Beschu de Champsavin"
1900,"Equestrianism Mixed Hacks And Hunter Combined",4,"Ren Alfred Robert de Doynel de Quincey"
1900,"Equestrianism Mixed Hacks And Hunter Combined",3,"Robert de Montesquiou-Fzensac"
1900,"Equestrianism Mixed Hacks And Hunter Combined",1,"Louis Napolon Murat"
1900,"Equestrianism Mixed Hacks And Hunter Combined",4,"Mathieu Marie de Lesseps"
1900,"Equestrianism Mixed High Jump",4,"Marcel Hantjens"
1900,"Equestrianism Mixed High Jump",4,"Giovanni Giorgio "Giangiorgio"" Trissino""
1900,"Equestrianism Mixed High Jump",1,"Dominique Maximien Gardres"
1900,"Equestrianism Mixed High Jump",1,"Giovanni Giorgio "Giangiorgio"" Trissino""
1900,"Equestrianism Mixed Jumping, Individual",4,"Louis Henri Grard Antoine Pierre Marie de Cardevac d'Havrincourt"
1900,"Equestrianism Mixed Jumping, Individual",4,"Marcel Hantjens"
1900,"Equestrianism Mixed Jumping, Individual",1,"Aim Joseph Haegeman"
1900,"Equestrianism Mixed Jumping, Individual",4,"Eugne Charles Philippe Marie de Bthune-Sully"
1900,"Equestrianism Mixed Jumping, Individual",4,"Louis Napolon Murat"
1900,"Equestrianism Mixed Jumping, Individual",4,"Dominique Maximien Gardres"
1900,"Equestrianism Mixed Jumping, Individual",3,"Louis Marie Joseph Le Beschu de Champsavin"
1900,"Equestrianism Mixed Long Jump",2,"Giovanni Giorgio "Giangiorgio"" Trissino""
1900,"Equestrianism Mixed Long Jump",4,"Uberto Visconti di Madrone"
1900,"Equestrianism Mixed Long Jump",4,"Louis Napolon Murat"
1900,"Equestrianism Mixed Long Jump",1,"Constant Octave Van Langhendonck"
1900,"Fencing Men's epee, Individual",4,"Edmond Georges Richard Wallace"
1900,"Fencing Men's epee, Individual",4,"Jacques Joseph Holzschuch"
1900,"Fencing Men's epee, Individual",4,"Louis Bastien"
1900,"Fencing Men's epee, Individual",4,"Louis Verrant Gabriel Le Bailly de la Falaise"
1900,"Fencing Men's epee, Individual",4,"Charles Edmund Newton Robinson"
1900,"Fencing Men's epee, Individual",4,"Mauricio lvarez de las Asturias Bohorques y Ponce de Lon"
1900,"Fencing Men's epee, Individual",4,"Herman Georges Berger"
1900,"Fencing Men's epee, Individual",2,"Louis Lonce Thophile Perre"
1900,"Fencing Men's epee, Individual",4,"Francisco Carmelo Camet"
1900,"Fencing Men's epee, Individual",4,"Pierre Georges Louis Gaston d'Hugues"
1900,"Fencing Men's epee, Individual",4,"Alastair Ivan Ladislaus Lucidus Evans"
1900,"Fencing Men's epee, Individual",4,"lie Marie Gabriel Dor de Lastours"
1900,"Fencing Men's epee, Individual",4,"Ren Jules Thion de la Chaume"
1900,"Fencing Men's epee, Individual",4,"Laurent Michel de Champeaux de la Boulaye"
1900,"Fencing Men's epee, Individual",4,"Georges Leroy"
1900,"Fencing Men's epee, Individual",4,"Marie Joseph Anatole Elie de Riquet de Caraman-Chimay"
1900,"Fencing Men's epee, Individual",4,"Carlos Gonzlez de Candamo y Rivero"
1900,"Fencing Men's epee, Individual",4,"Clment Flix de Boissire"
1900,"Fencing Men's epee, Individual",4,"Henri Hbrard de Villeneuve"
1900,"Fencing Men's epee, Individual",4,"Henri Alexandre Plommet"
1900,"Fencing Men's epee, Individual",4,"Andr-Marie Alfred Rabel"
1900,"Fencing Men's epee, Individual",1,"Ramn Fonst Segundo"
1900,"Fencing Men's epee, Individual",4,"Jean Emmanuel Taillefer"
1900,"Fencing Men's epee, Individual",4,"Joseph Marie Florent Henri Snat"
1900,"Fencing Men's epee, Individual",4,"Gaston Jules Louis Antoine Alibert"
1900,"Fencing Men's epee, Individual",4,"Willy Sulzbacher"
1900,"Fencing Men's epee, Individual",4,"Adrien Lopold Marie Guyon"
1900,"Fencing Men's epee, Individual",4,"Maurice Eugne Boisdon"
1900,"Fencing Men's epee, Individual",3,"Lon Se"
1900,"Fencing Men's epee, Individual",4,"Charles Lon Georges Loizillon"
1900,"Fencing Men's epee, Individual",4,"Olivier Edouard Louis Collarini (Richebracque-)"
1900,"Fencing Men's epee, Individual",4,"Marie Richard Georges Wallace"
1900,"Fencing Men's epee, Individual",4,"Jules Eugne mile Coutray de Pradel"
1900,"Fencing Men's epee, Individual",4,"Antoine Joseph Ghislain "Tony"" Smet""
1900,"Fencing Men's epee, Masters and Amateurs, Individual",2,"Ramn Fonst Segundo"
1900,"Fencing Men's epee, Masters and Amateurs, Individual",3,"Lon Se"
1900,"Fencing Men's epee, Masters and Amateurs, Individual",1,"Albert Jean Louis Ayat"
1900,"Fencing Men's epee, Masters and Amateurs, Individual",4,"Henri Albert Fernand Laurent"
1900,"Fencing Men's epee, Masters and Amateurs, Individual",4,"Louis Verrant Gabriel Le Bailly de la Falaise"
1900,"Fencing Men's epee, Masters and Amateurs, Individual",4,"Hippolyte-Jacques Hyvernaud"
1900,"Fencing Men's epee, Masters and Amateurs, Individual",4,"Gilbert Bougnol"
1900,"Fencing Men's epee, Masters and Amateurs, Individual",4,"Louis Lonce Thophile Perre"
1900,"Fencing Men's epee, Masters, Individual",4,"Charles Louis Marty"
1900,"Fencing Men's epee, Masters, Individual",4,"lie Dufraisse"
1900,"Fencing Men's epee, Masters, Individual",4,"Albert Louis Flix Ayat"
1900,"Fencing Men's epee, Masters, Individual",4,"Hippolyte-Jacques Hyvernaud"
1900,"Fencing Men's epee, Masters, Individual",3,"Henri Albert Fernand Laurent"
1900,"Fencing Men's epee, Masters, Individual",4,"Louis Simon Ngrout"
1900,"Fencing Men's epee, Masters, Individual",1,"Albert Jean Louis Ayat"
1900,"Fencing Men's epee, Masters, Individual",4,"Xavier Anchetti"
1900,"Fencing Men's epee, Masters, Individual",4,"Sylvain Lzard"
1900,"Fencing Men's epee, Masters, Individual",4,"Henri Pantin"
1900,"Fencing Men's epee, Masters, Individual",2,"Gilbert Bougnol"
1900,"Fencing Men's epee, Masters, Individual",4,"Alfred-Julien Nau"
1900,"Fencing Men's epee, Masters, Individual",4,"Antoine Louis Ambroise Haller"
1900,"Fencing Men's epee, Masters, Individual",4,"Eugenius Antonius van Nieuwenhuizen"
1900,"Fencing Men's epee, Masters, Individual",4,"Jean Louis Jeanvois"
1900,"Fencing Men's epee, Masters, Individual",4,"Georges Charles Jourdan"
1900,"Fencing Men's Foil, Individual",4,"Emil Fredrik Fick"
1900,"Fencing Men's Foil, Individual",4,"Jean-Joseph Renaud"
1900,"Fencing Men's Foil, Individual",1,"mile Louis Franois Dsir Coste"
1900,"Fencing Men's Foil, Individual",4,"Marie-Charles-Andr Corvington"
1900,"Fencing Men's Foil, Individual",4,"Louis Pierre Henri Jobier"
1900,"Fencing Men's Foil, Individual",4,"Henri Alexandre Plommet"
1900,"Fencing Men's Foil, Individual",2,"Eugne Henri Masson"
1900,"Fencing Men's Foil, Individual",4,"Heinrich Rischtoff"
1900,"Fencing Men's Foil, Individual",4,"Adrien Lopold Marie Guyon"
1900,"Fencing Men's Foil, Individual",4,"Olivier Edouard Louis Collarini (Richebracque-)"
1900,"Fencing Men's Foil, Individual",4,"Joseph Marie Florent Henri Snat"
1900,"Fencing Men's Foil, Individual",4,"Antoine Joseph Ghislain "Tony"" Smet""
1900,"Fencing Men's Foil, Individual",4,"Marie Frdric Marc Soudois"
1900,"Fencing Men's Foil, Individual",3,"Marcel Jacques Amand Romain Boulenger"
1900,"Fencing Men's Foil, Individual",4,"Jean Emmanuel Taillefer"
1900,"Fencing Men's Foil, Individual",4,"Herman Georges Berger"
1900,"Fencing Men's Foil, Individual",4,"Jacques Jean Joseph Andr de Schonen"
1900,"Fencing Men's Foil, Individual",4,"Felix Lucien Roger Debax"
1900,"Fencing Men's Foil, Individual",4,"Mauricio lvarez de las Asturias Bohorques y Ponce de Lon"
1900,"Fencing Men's Foil, Individual",4,"Pierre Georges Louis Gaston d'Hugues"
1900,"Fencing Men's Foil, Individual",4,"Georges Arthur Dillon-Kavanagh du Fertagh"
1900,"Fencing Men's Foil, Individual",4,"Carlos Gonzlez de Candamo y Rivero"
1900,"Fencing Men's Foil, Individual",4,"Joseph Jean Jules Ambroise Ducrot"
1900,"Fencing Men's Foil, Individual",4,"Clment Flix de Boissire"
1900,"Fencing Men's Foil, Masters, Individual",4,"Italo Santelli"
1900,"Fencing Men's Foil, Masters, Individual",4,"Joseph Michel Filippi"
1900,"Fencing Men's Foil, Masters, Individual",4,"Alexandre Bergs"
1900,"Fencing Men's Foil, Masters, Individual",1,"Louis Lucien Mrignac"
1900,"Fencing Men's Foil, Masters, Individual",4,"Adolphe Emmanuel Rouleau"
1900,"Fencing Men's Foil, Masters, Individual",4,"Henri-Armand Viguier"
1900,"Fencing Men's Foil, Masters, Individual",4,"Jules Raymond Rossignol"
1900,"Fencing Men's Foil, Masters, Individual",4,"Charles Louis Marty"
1900,"Fencing Men's Foil, Masters, Individual",4,"Jens Peter Berthelsen"
1900,"Fencing Men's Foil, Masters, Individual",4,"Michel Bettenfeld"
1900,"Fencing Men's Foil, Masters, Individual",4,"Cyrille C. Verbrugge"
1900,"Fencing Men's Foil, Masters, Individual",4,"Jean-Marie Borringes"
1900,"Fencing Men's Foil, Masters, Individual",4,"Franois Pierre Delibes"
1900,"Fencing Men's Foil, Masters, Individual",4,"Henri Pantin"
1900,"Fencing Men's Foil, Masters, Individual",4,"Xavier Anchetti"
1900,"Fencing Men's Foil, Masters, Individual",4,"Franois Alexis Brun-Buisson"
1900,"Fencing Men's Foil, Masters, Individual",4,"Pierre Joseph Louis Selderslagh"
1900,"Fencing Men's Foil, Masters, Individual",4,"Antoine Louis Ambroise Haller"
1900,"Fencing Men's Foil, Masters, Individual",3,"Jean-Baptiste Narcisse Mimiague"
1900,"Fencing Men's Foil, Masters, Individual",4,"Paul Carrichon"
1900,"Fencing Men's Foil, Masters, Individual",4,"Vincent Lopold Edouard Ramus"
1900,"Fencing Men's Foil, Masters, Individual",4,"Antonio Conte"
1900,"Fencing Men's Foil, Masters, Individual",2,"Simon Alphonse Kirchhoffer"
1900,"Fencing Men's Foil, Masters, Individual",4,"Jules Franois Ringnet"
1900,"Fencing Men's Foil, Masters, Individual",4,"Lucien lie Larg (Barreau-)"
1900,"Fencing Men's Foil, Masters, Individual",4,"Georges Jean Daussy"
1900,"Fencing Men's Foil, Masters, Individual",4,"Gustave Florent Marie Masselin"
1900,"Fencing Men's Foil, Masters, Individual",4,"Ernest Maurice Tassart"
1900,"Fencing Men's Sabre, Individual",4,"mile Fernand Semelaigne"
1900,"Fencing Men's Sabre, Individual",4,"Georges Casimir Semelaigne"
1900,"Fencing Men's Sabre, Individual",4,"Camillo Mller"
1900,"Fencing Men's Sabre, Individual",4,"Clment Flix de Boissire"
1900,"Fencing Men's Sabre, Individual",4,"Heinrich von Tenner"
1900,"Fencing Men's Sabre, Individual",1,"Louis Verrant Gabriel Le Bailly de la Falaise"
1900,"Fencing Men's Sabre, Individual",4,"Mauricio lvarez de las Asturias Bohorques y Ponce de Lon"
1900,"Fencing Men's Sabre, Individual",3,"Siegfried Friedrich "Fritz"" Flesch""
1900,"Fencing Men's Sabre, Individual",4,"Lon Alfred Lcuyer"
1900,"Fencing Men's Sabre, Individual",4,"Amon von Gregurich"
1900,"Fencing Men's Sabre, Individual",4,"Pierre Georges Louis Gaston d'Hugues"
1900,"Fencing Men's Sabre, Individual",4,"Maurice Eugne Boisdon"
1900,"Fencing Men's Sabre, Masters, Individual",2,"Italo Santelli"
1900,"Fencing Men's Sabre, Masters, Individual",4,"Antoine Luc Alessandri"
1900,"Fencing Men's Sabre, Masters, Individual",3,"Milan (Mihajlo) Nerali"
1900,"Fencing Men's Sabre, Masters, Individual",4,"Xavier Anchetti"
1900,"Fencing Men's Sabre, Masters, Individual",4,"Alexandre Gustave Daniel Chantelat"
1900,"Fencing Men's Sabre, Masters, Individual",1,"Antonio Conte"
1900,"Fencing Men's Sabre, Masters, Individual",4,"Vincent Dargein"
1900,"Fencing Men's Sabre, Masters, Individual",4,"Franois Pierre Delibes"
1900,"Fencing Men's Sabre, Masters, Individual",4,"Franois Alexis Brun-Buisson"
1900,"Fencing Men's Sabre, Masters, Individual",4,"Georges Omer Pinault"
1900,"Fencing Men's Sabre, Masters, Individual",4,"Otto Bruno Schoenfeld"
1900,"Fencing Men's Sabre, Masters, Individual",4,"Henri-Joseph Delamaide"
1900,"Football Men's Football",2,"Lucien Paul Nol Huteau"
1900,"Football Men's Football",3,"Eric Peter Hypolithe Thornton"
1900,"Football Men's Football",1,"Richard Rennie Turner"
1900,"Football Men's Football",3,"Hendrik "Henk"" van Heuckelum""
1900,"Football Men's Football",1,"John Nicholas"
1900,"Football Men's Football",2,"Ren Paul Virgile Gaillard"
1900,"Football Men's Football",2,"Louis Dsir Bach"
1900,"Football Men's Football",2,"Richard Louis Pierre Allemane"
1900,"Football Men's Football",2,"Fernand mile Canelle"
1900,"Football Men's Football",1,"Tom Eustace Burridge"
1900,"Football Men's Football",1,"William Francis Patterson "Bill"" Quash""
1900,"Football Men's Football",1,"William Sullivan Gosling"
1900,"Football Men's Football",2,"Maurice Eugne Fraysse"
1900,"Football Men's Football",1,"Claude Percival Buckenham"
1900,"Football Men's Football",1,"Alfred Ernest Chalk"
1900,"Football Men's Football",2,"Maurice Macaire"
1900,"Golf Men's Individual",1,"Charles Edward Sands"
1900,"Golf Men's Individual",2,"Walter Mathers Rutherford"
1900,"Golf Men's Individual",4,"Albert Bond "Al"" Lambert""
1900,"Golf Men's Individual",4,"Arthur Power Lord"
1900,"Golf Men's Individual",4,"Alexandros Merkati"
1900,"Golf Men's Individual",4,"Frederick Winslow Taylor"
1900,"Golf Men's Individual",4,"John Hubert Edward Daunt"
1900,"Golf Men's Individual",3,"David Donaldson Robertson"
1900,"Golf Men's Individual",4,"William Bathurst Dove"
1900,"Golf Women's Individual",4,"Ellen Richards Ridgway (Munroe-)"
1900,"Golf Women's Individual",4,"Rose Gelbert (Froment-Meurice-)"
1900,"Golf Women's Individual",2,"Pauline "Polly"" Whittier (-Iselin)""
1900,"Golf Women's Individual",1,"Margaret Ives Abbott (-Dunne)"
1900,"Golf Women's Individual",4,"Mary Perkins Ives Abbott (Perkins-)"
1900,"Golf Women's Individual",4,"Lucile Virginie Madeleine Fain (Condren-)"
1900,"Golf Women's Individual",4,"Madeleine Fournier-Sarlovze (La Perche-)"
1900,"Gymnastics Men's Individual All-Around",1,"Silvaine Gustave Sandras"
1900,"Gymnastics Men's Individual All-Around",4,"Emil Rotong"
